run,episode,reward,avg10_reward,steps,rooms,duration_s,train_steps,avg_loss,epsilon,buf_size
1,101,-568.16,-404.15,717,3,25.1,84806,3.887264,0.050000,50000
1,102,12.58,-445.10,1479,6,52.1,86053,3.994660,0.050000,50000
1,103,1250.06,-246.81,3670,5,127.7,88780,3.875614,0.050000,50000
1,104,-378.00,-292.13,920,4,32.3,89604,3.767119,0.050000,50000
1,105,-699.58,-329.94,724,7,27.3,90083,3.985313,0.050000,50000
1,106,-1582.24,-357.80,314,3,11.7,90354,3.660405,0.050000,50000
1,107,4260.43,80.97,4227,2,142.2,94534,3.719235,0.050000,50000
1,108,-714.68,140.07,216,3,8.4,94536,3.749282,0.050000,50000
1,109,-310.50,111.84,1459,7,52.7,95639,3.757761,0.050000,50000
1,110,-592.97,67.69,919,3,32.0,96511,3.837276,0.050000,50000
1,111,-161.09,108.40,522,3,18.7,96990,3.580277,0.050000,50000
1,112,751.98,182.34,1402,4,48.3,98290,3.693846,0.050000,50000
1,113,-263.14,31.02,1188,4,41.2,99385,3.611563,0.050000,50000
1,114,-1411.19,-72.30,244,3,9.4,99596,3.148307,0.050000,50000
1,115,-1145.44,-116.88,800,7,31.4,100038,3.761040,0.050000,50000
1,116,-476.24,-6.28,269,3,10.2,100274,3.528813,0.050000,50000
1,117,774.57,-354.87,2792,8,107.2,101746,3.588996,0.050000,50000
1,118,152.73,-268.13,1969,7,71.0,103268,3.790654,0.050000,50000
1,119,-1532.44,-390.32,396,3,14.4,103631,3.874563,0.050000,50000
1,120,873.81,-243.64,1727,3,58.9,105325,3.776187,0.050000,50000
1,121,-1103.09,-337.84,422,3,15.4,105704,3.622094,0.050000,50000
1,122,-341.99,-447.24,667,5,24.8,106158,3.691704,0.050000,50000
1,123,-859.40,-506.87,598,3,21.2,106725,3.650244,0.050000,50000
1,124,-737.93,-439.54,714,4,25.7,107329,4.006054,0.050000,50000
1,125,-884.38,-413.44,282,3,10.7,107566,3.624927,0.050000,50000
1,126,-602.64,-426.08,732,2,25.7,108255,3.816362,0.050000,50000
1,127,-1452.32,-648.77,291,4,11.6,108474,3.877852,0.050000,50000
1,128,1029.16,-561.12,2519,10,91.5,110410,3.564194,0.050000,50000
1,129,-1199.88,-527.87,351,3,13.0,110731,3.850793,0.050000,50000
1,130,-103.50,-625.60,1629,6,57.5,111994,3.889730,0.050000,50000
1,131,-1363.10,-651.60,305,3,11.5,112268,3.956173,0.050000,50000
1,132,-214.74,-638.87,1843,8,72.8,113073,3.982652,0.050000,50000
1,133,-92.67,-562.20,613,3,21.7,113639,3.732206,0.050000,50000
1,134,-187.22,-507.13,765,3,26.7,114357,4.077208,0.050000,50000
1,135,1613.79,-257.31,2813,5,96.1,116936,3.857413,0.050000,50000
1,136,3165.76,119.53,3562,5,121.0,120355,3.684028,0.050000,50000
1,137,509.55,315.72,1175,4,40.7,121454,3.575479,0.050000,50000
1,138,-984.69,114.33,424,3,15.4,121835,3.403955,0.050000,50000
1,139,-344.95,199.82,596,4,21.8,122230,3.767143,0.050000,50000
1,140,-702.29,139.94,478,3,17.2,122665,3.678758,0.050000,50000
1,141,2368.05,513.06,3672,8,129.0,125941,3.690333,0.050000,50000
1,142,-82.88,526.24,1397,8,53.1,127008,3.423355,0.050000,50000
1,143,-492.35,486.28,755,4,26.7,127667,3.640555,0.050000,50000
1,144,40.09,509.01,1144,6,40.6,128602,3.654016,0.050000,50000
1,145,-73.96,340.23,568,3,20.1,129141,3.693137,0.050000,50000
1,146,58.32,29.49,1180,4,40.9,130231,3.265000,0.050000,50000
1,147,-946.78,-116.14,449,3,16.8,130580,3.650923,0.050000,50000
1,148,-1025.51,-120.23,830,5,29.9,131281,3.498799,0.050000,50000
1,149,1420.89,56.36,2592,5,88.6,133699,3.072559,0.050000,50000
1,150,497.53,176.34,824,4,29.1,134436,3.031389,0.050000,50000
1,151,-650.90,-125.56,891,4,31.6,135176,2.813764,0.050000,50000
1,152,-185.04,-135.77,742,5,27.2,135690,3.205772,0.050000,50000
1,153,-1048.70,-191.41,525,4,19.1,136124,3.229707,0.050000,50000
1,154,-863.79,-281.79,719,3,25.2,136810,3.268772,0.050000,50000
1,155,-49.71,-279.37,2471,7,96.2,137577,3.207761,0.050000,50000
1,156,-850.57,-370.26,657,3,23.2,138187,3.097340,0.050000,50000
1,157,-1104.38,-386.02,425,3,15.4,138567,3.148376,0.050000,50000
1,158,-560.47,-339.51,581,4,20.9,139081,3.220811,0.050000,50000
1,159,-181.28,-499.73,1152,5,40.3,140083,3.354006,0.050000,50000
1,160,507.10,-498.77,2566,8,92.1,142303,3.119469,0.050000,50000
1,161,-1043.90,-538.07,1281,6,52.1,142598,3.002481,0.050000,50000
1,162,984.31,-421.14,1382,5,48.6,143792,3.447447,0.050000,50000
1,163,3.75,-315.89,1343,5,47.0,144904,3.305177,0.050000,50000
1,164,850.54,-144.46,1243,5,44.0,145908,3.227052,0.050000,50000
1,165,-744.78,-213.97,1421,7,53.6,146574,3.147384,0.050000,50000
1,166,-737.09,-202.62,655,3,23.0,147186,3.209660,0.050000,50000
1,167,102.56,-81.93,1819,3,61.9,148957,3.227505,0.050000,50000
1,168,-466.42,-72.52,750,6,27.8,149495,3.090484,0.050000,50000
1,169,-115.74,-65.97,835,3,29.1,150287,3.087288,0.050000,50000
1,170,-698.62,-186.54,828,5,30.1,150948,2.900461,0.050000,50000
1,171,-887.54,-170.90,579,3,20.5,151484,2.763432,0.050000,50000
1,172,-747.03,-344.04,577,3,20.5,152016,2.971459,0.050000,50000
1,173,-48.41,-349.25,1574,10,62.2,152736,3.102119,0.050000,50000
1,174,-966.11,-530.92,359,3,13.2,153051,3.100053,0.050000,50000
1,175,-1183.72,-574.81,280,3,10.6,153299,3.289056,0.050000,50000
1,176,515.97,-449.51,1537,3,52.5,154791,2.948911,0.050000,50000
1,177,1112.26,-348.54,1523,6,53.6,155946,2.953295,0.050000,50000
1,178,120.56,-289.84,866,3,30.1,156779,2.889722,0.050000,50000
1,179,687.35,-209.53,1835,7,64.0,158378,2.892578,0.050000,50000
1,180,195.95,-120.07,833,5,30.0,159070,2.644886,0.050000,50000
1,181,-133.00,-44.62,782,4,27.6,159756,2.613246,0.050000,50000
1,182,-930.35,-62.95,523,6,20.0,160088,2.410333,0.050000,50000
1,183,655.33,7.42,1715,6,62.5,161601,2.720843,0.050000,50000
1,184,-308.19,73.22,924,6,33.4,162317,2.600641,0.050000,50000
1,185,-639.24,127.66,1130,7,40.8,163109,2.596472,0.050000,50000
1,186,-193.16,56.75,782,4,27.6,163802,2.843147,0.050000,50000
1,187,230.95,-31.38,1982,5,71.2,165403,2.924158,0.050000,50000
1,188,-839.99,-127.44,605,3,21.7,165895,2.729586,0.050000,50000
1,189,482.61,-147.91,1869,6,67.6,167576,2.846596,0.050000,50000
1,190,-495.38,-217.04,1118,4,39.2,168594,2.928504,0.050000,50000
1,191,764.83,-127.26,1706,5,59.4,170033,3.163524,0.050000,50000
1,192,294.65,-4.76,1698,5,59.4,171445,3.109542,0.050000,50000
1,193,-1209.24,-191.22,461,3,16.6,171863,3.161216,0.050000,50000
1,194,19.95,-158.40,1067,3,36.8,172919,3.191976,0.050000,50000
1,195,935.19,-0.96,1588,6,58.3,174318,3.037625,0.050000,50000
1,196,-812.86,-62.93,633,5,23.0,174787,3.093558,0.050000,50000
1,197,-559.97,-142.02,522,3,18.6,175262,3.515966,0.050000,50000
1,198,375.90,-20.43,990,4,34.5,176161,3.579993,0.050000,50000
1,199,-1133.21,-182.01,540,4,19.6,176557,3.470493,0.050000,50000
1,200,-899.50,-222.43,468,4,17.4,176929,3.417957,0.050000,50000
1,201,267.34,-272.17,2115,6,74.9,178660,3.653603,0.050000,50000
1,202,-1161.99,-417.84,361,3,13.3,178978,3.226858,0.050000,50000
1,203,-298.94,-326.81,697,3,24.5,179632,3.711061,0.050000,50000
1,204,-1318.60,-460.66,600,4,26.2,179866,3.525015,0.050000,50000
1,205,820.87,-472.10,2330,9,84.6,181641,3.661095,0.050000,50000
1,206,-1148.02,-505.61,342,3,12.6,181936,3.336119,0.050000,50000
1,207,-558.39,-505.45,486,3,17.4,182389,3.624806,0.050000,50000
1,208,66.04,-536.44,916,6,34.6,182986,3.310347,0.050000,50000
1,209,422.70,-380.85,1518,7,56.5,184183,3.513139,0.050000,50000
1,210,-182.09,-309.11,1068,3,36.8,185208,3.526346,0.050000,50000
1,211,-352.53,-371.09,1876,5,72.7,186214,3.329857,0.050000,50000
1,212,-746.51,-329.55,265,4,10.7,186216,3.334061,0.050000,50000
1,213,26.07,-297.05,541,3,19.2,186712,3.341983,0.050000,50000
1,214,-283.97,-193.58,1078,4,38.4,187578,3.647715,0.050000,50000
1,215,-551.03,-330.77,751,3,26.6,188229,3.583580,0.050000,50000
1,216,-956.04,-311.57,316,3,11.8,188512,3.680414,0.050000,50000
1,217,-819.97,-337.73,405,4,18.1,188795,3.260492,0.050000,50000
1,218,-491.00,-393.44,419,4,15.5,189123,3.459842,0.050000,50000
1,219,-983.69,-534.08,576,4,21.1,189626,3.645488,0.050000,50000
1,220,-1127.92,-628.66,751,4,27.2,190230,3.432874,0.050000,50000
1,221,-557.69,-649.17,500,3,17.9,190687,3.422702,0.050000,50000
1,222,951.55,-479.37,1590,3,54.3,192246,3.612782,0.050000,50000
1,223,1185.85,-363.39,1407,5,49.1,193472,3.676386,0.050000,50000
1,224,42.74,-330.72,1007,4,35.5,194365,3.349614,0.050000,50000
1,225,-1385.25,-414.14,529,3,18.9,194848,3.319364,0.050000,50000
1,226,1176.69,-200.87,2009,5,69.2,196693,3.383558,0.050000,50000
1,227,3515.70,232.70,3562,8,125.0,199919,3.422685,0.050000,50000
1,228,-282.01,253.60,1224,5,43.0,200984,3.731091,0.050000,50000
1,229,483.73,400.34,1053,5,40.1,201900,3.361490,0.050000,50000
1,230,630.71,576.20,1044,4,36.4,202881,3.387293,0.050000,50000
1,231,-176.89,614.28,488,3,17.5,203336,3.475167,0.050000,50000
1,232,-1100.99,409.03,279,3,10.5,203572,3.315179,0.050000,50000
1,233,-937.97,196.65,358,2,13.2,203883,3.555125,0.050000,50000
1,234,-1144.99,77.87,492,3,18.2,204267,3.062398,0.050000,50000
1,235,-351.14,181.28,844,4,29.7,205013,3.199589,0.050000,50000
1,236,-1362.40,-72.62,383,4,14.6,205325,3.373718,0.050000,50000
1,237,-748.72,-499.07,318,4,13.1,205327,3.353287,0.050000,50000
1,238,67.28,-464.14,691,4,24.6,205916,3.457691,0.050000,50000
1,239,-862.56,-598.77,733,5,26.6,206475,3.444663,0.050000,50000
1,240,-918.38,-753.68,628,5,23.1,206953,3.543838,0.050000,50000
1,241,751.61,-660.83,1664,4,57.4,208504,3.467170,0.050000,50000
1,242,-366.36,-587.36,832,6,30.2,209142,3.490569,0.050000,50000
1,243,-42.18,-497.78,1071,5,37.9,210073,3.586449,0.050000,50000
1,244,1364.89,-246.80,2990,9,112.5,212204,3.409628,0.050000,50000
1,245,1064.24,-105.26,1149,5,40.9,213144,3.330950,0.050000,50000
1,246,-109.46,20.04,1194,5,42.9,214089,3.395688,0.050000,50000
1,247,44.19,99.33,1013,4,35.3,214958,3.387718,0.050000,50000
1,248,-145.49,78.05,974,5,35.6,215415,3.313064,0.050000,50000
1,249,2228.17,387.12,3992,6,138.3,218877,3.199020,0.050000,50000
1,250,-539.72,424.99,977,6,35.4,219547,3.353155,0.050000,50000
1,251,1861.82,536.01,1973,3,67.3,221375,3.289763,0.050000,50000
1,252,-907.99,481.85,310,3,11.6,221652,3.212274,0.050000,50000
1,253,-391.75,446.89,813,3,28.7,222384,2.951783,0.050000,50000
1,254,-467.85,263.62,485,4,18.1,222798,3.156655,0.050000,50000
1,255,-323.38,124.85,828,5,30.4,223441,3.024535,0.050000,50000
1,256,-1099.64,25.84,575,3,20.5,223973,3.241207,0.050000,50000
1,257,597.19,81.14,3383,7,134.6,225722,3.285426,0.050000,50000
1,258,-511.71,44.51,599,5,22.2,226147,3.077128,0.050000,50000
1,259,319.69,-146.33,1437,6,50.4,227400,3.179989,0.050000,50000
1,260,967.56,4.39,2090,7,72.8,229287,2.951619,0.050000,50000
1,261,4.99,-181.29,2096,6,73.1,230884,3.051260,0.050000,50000
1,262,-940.90,-184.58,856,7,31.6,231419,3.107613,0.050000,50000
1,263,-826.97,-228.10,724,8,28.2,231781,3.204828,0.050000,50000
1,264,-944.00,-275.72,927,5,33.1,232567,2.891845,0.050000,50000
1,265,-1197.54,-363.13,460,4,17.2,232929,3.419791,0.050000,50000
1,266,-1307.27,-383.90,297,3,11.1,233179,3.272936,0.050000,50000
1,267,-1326.48,-576.26,384,3,14.0,233518,3.033880,0.050000,50000
1,268,2735.78,-251.51,3182,4,107.6,236613,3.174259,0.050000,50000
1,269,-930.01,-376.48,611,5,22.6,237105,3.050975,0.050000,50000
1,270,-1272.65,-600.50,379,5,14.8,237353,3.213324,0.050000,50000
1,271,668.91,-534.11,1116,6,39.7,238246,3.240986,0.050000,50000
1,272,-889.10,-528.93,1313,8,52.2,238913,3.402182,0.050000,50000
1,273,-379.53,-484.19,1252,5,44.3,239790,3.176998,0.050000,50000
1,274,-318.59,-421.65,559,4,20.5,240251,3.112273,0.050000,50000
1,275,-1020.37,-403.93,567,3,20.1,240771,3.084892,0.050000,50000
1,276,-1297.50,-402.95,293,3,11.1,241033,3.167757,0.050000,50000
1,277,-283.54,-298.66,755,3,26.4,241755,3.311756,0.050000,50000
1,278,52.40,-567.00,865,4,30.4,242544,2.914467,0.050000,50000
1,279,-1297.59,-603.76,407,3,14.8,242918,3.455774,0.050000,50000
1,280,170.85,-459.41,994,5,35.6,243666,3.205046,0.050000,50000
1,281,-865.75,-612.87,388,4,14.8,243968,3.411575,0.050000,50000
1,282,-286.33,-552.59,679,4,24.2,244462,3.159196,0.050000,50000
1,283,-812.69,-595.91,640,5,23.2,244964,3.235740,0.050000,50000
1,284,-919.28,-655.98,415,3,15.1,245334,3.264419,0.050000,50000
1,285,-482.15,-602.16,600,3,21.2,245888,3.477358,0.050000,50000
1,286,-205.36,-492.94,1170,6,41.2,246879,3.598522,0.050000,50000
1,287,2267.80,-237.81,3310,4,111.9,250083,3.831912,0.050000,50000
1,288,-25.21,-245.57,721,2,25.3,250760,3.583247,0.050000,50000
1,289,-1246.12,-240.42,332,3,12.3,251045,3.556628,0.050000,50000
1,290,-810.51,-338.56,696,4,24.7,251642,3.430619,0.050000,50000
1,291,193.84,-232.60,5238,11,200.9,253156,3.801892,0.050000,50000
1,292,867.36,-117.23,1688,3,57.5,254801,3.480207,0.050000,50000
1,293,-715.24,-107.49,612,6,23.2,255195,3.723270,0.050000,50000
1,294,1425.39,126.98,2557,5,87.4,257553,3.115359,0.050000,50000
1,295,-901.31,85.06,631,5,23.3,258075,3.256390,0.050000,50000
1,296,-208.59,84.74,632,4,22.6,258520,3.316755,0.050000,50000
1,297,762.42,-65.80,1813,8,66.7,259998,3.527779,0.050000,50000
1,298,238.85,-39.39,1862,5,64.6,261674,3.400318,0.050000,50000
1,299,-1273.08,-42.09,358,4,13.8,261932,3.289504,0.050000,50000
1,300,-252.48,13.72,1150,4,39.9,262977,3.361900,0.050000,50000
1,301,-1152.64,-120.93,431,5,19.4,263280,3.332607,0.050000,50000
1,302,668.18,-140.85,1850,7,65.1,264833,3.655736,0.050000,50000
1,303,-1015.68,-170.89,670,4,24.2,265403,3.690218,0.050000,50000
1,304,-645.26,-377.96,643,4,23.7,265922,3.561918,0.050000,50000
1,305,-831.58,-370.99,455,4,17.0,266277,3.703088,0.050000,50000
1,306,1841.06,-166.02,3524,7,126.6,269068,3.573889,0.050000,50000
1,307,-1011.57,-343.42,549,3,19.6,269570,3.405826,0.050000,50000
1,308,-1047.18,-472.02,482,3,17.9,269952,4.007359,0.050000,50000
1,309,-1.94,-344.91,1515,5,54.2,271179,3.457701,0.050000,50000
1,310,-1380.48,-457.71,454,4,17.3,271478,3.467124,0.050000,50000
1,311,-386.87,-381.13,609,5,22.8,271721,3.821046,0.050000,50000
1,312,-358.64,-483.81,825,4,29.0,272453,3.349715,0.050000,50000
1,313,-590.12,-441.26,688,5,25.2,272974,3.486564,0.050000,50000
1,314,-1428.59,-519.59,301,3,11.3,273232,3.359484,0.050000,50000
1,315,-1305.34,-566.97,313,3,12.0,273457,3.631219,0.050000,50000
1,316,-1378.44,-888.92,327,3,12.1,273751,3.530117,0.050000,50000
1,317,-212.99,-809.06,500,3,17.9,274208,3.807306,0.050000,50000
1,318,-969.53,-801.29,618,5,22.8,274696,3.795195,0.050000,50000
1,319,296.91,-771.41,1432,5,49.9,275990,3.619326,0.050000,50000
1,320,-6.84,-634.04,967,3,33.5,276924,3.845494,0.050000,50000
1,321,-408.79,-636.24,726,3,25.5,277617,3.812137,0.050000,50000
1,322,-592.48,-659.62,1026,6,36.8,278413,3.778491,0.050000,50000
1,323,-1065.52,-707.16,397,3,14.5,278763,3.469506,0.050000,50000
1,324,247.81,-539.52,510,3,18.2,279225,3.895168,0.050000,50000
1,325,1447.48,-264.24,1656,3,56.5,280844,3.826662,0.050000,50000
1,326,-1435.44,-269.94,336,3,12.4,281137,3.890746,0.050000,50000
1,327,-714.54,-320.09,848,4,29.8,281867,3.692389,0.050000,50000
1,328,179.57,-205.18,1782,6,61.6,283384,3.772164,0.050000,50000
1,329,-913.00,-326.18,685,4,24.7,283973,3.863552,0.050000,50000
1,330,-958.94,-421.39,476,4,17.5,284356,3.945498,0.050000,50000
1,331,-922.78,-472.78,579,4,21.1,284835,4.168373,0.050000,50000
1,332,819.90,-331.55,2377,7,86.7,286841,4.324890,0.050000,50000
1,333,1837.39,-41.26,2689,7,92.8,289216,4.060987,0.050000,50000
1,334,636.25,-2.41,1412,4,48.7,290537,4.359332,0.050000,50000
1,335,-775.02,-224.66,541,3,19.3,291031,4.038779,0.050000,50000
1,336,655.56,-15.56,2138,3,72.9,293096,3.815595,0.050000,50000
1,337,592.62,115.15,1162,4,40.3,294193,4.152843,0.050000,50000
1,338,-59.74,91.22,1363,5,47.9,295308,3.917925,0.050000,50000
1,339,-842.52,98.27,1078,6,40.4,295939,3.675371,0.050000,50000
1,340,-332.03,160.96,549,3,19.6,296453,3.839897,0.050000,50000
1,341,-613.82,191.86,425,4,15.7,296721,3.906677,0.050000,50000
1,342,-1258.67,-16.00,430,3,15.6,297104,3.860881,0.050000,50000
1,343,-1289.12,-328.65,352,5,13.9,297314,4.126574,0.050000,50000
1,344,1900.34,-202.24,3064,5,105.8,300129,3.688709,0.050000,50000
1,345,1357.25,10.99,2390,4,82.2,302343,3.502261,0.050000,50000
1,346,-1283.20,-182.89,385,3,14.7,302632,3.480889,0.050000,50000
1,347,-452.83,-287.43,835,5,30.6,303242,3.784481,0.050000,50000
1,348,-1370.74,-418.53,350,3,12.9,303549,3.902543,0.050000,50000
1,349,-768.04,-411.09,472,3,17.0,303978,3.879323,0.050000,50000
1,350,-942.64,-472.15,358,4,13.5,304243,3.872430,0.050000,50000
1,351,-1053.49,-516.11,531,3,18.9,304731,3.872012,0.050000,50000
1,352,-438.93,-434.14,294,3,11.0,304980,3.794304,0.050000,50000
1,353,751.83,-230.05,2381,7,82.5,306909,3.607142,0.050000,50000
1,354,-224.92,-442.57,990,4,34.5,307797,3.947540,0.050000,50000
1,355,-1244.02,-702.70,519,4,19.2,308219,3.864675,0.050000,50000
1,356,1.59,-574.22,1216,3,41.8,309391,3.734076,0.050000,50000
1,357,81.41,-520.79,294,3,11.0,309393,3.733266,0.050000,50000
1,358,-605.95,-444.32,563,4,20.6,309855,3.969748,0.050000,50000
1,359,-817.14,-449.23,373,3,13.7,310185,3.778733,0.050000,50000
1,360,-198.40,-374.80,1176,7,43.0,310990,4.246787,0.050000,50000
1,361,-606.74,-330.13,952,3,33.0,311909,3.717069,0.050000,50000
1,362,116.15,-274.62,969,3,33.6,312842,3.810733,0.050000,50000
1,363,1831.98,-166.60,2564,7,91.4,315189,3.848604,0.050000,50000
1,364,279.12,-116.20,902,3,31.3,316046,4.060118,0.050000,50000
